ID,Temp_let,AdRate
RMO 681,A,0.043478261
RMO 682,A,0.04
RMO 683,A,0.038461538
RMO 684,A,0.038461538
RMO 685,A,0.037037037
RMO 686,A,0.045454545
RMO 687,A,0.045454545
RMO 688,A,0.043478261
RMO 689,A,0.038461538
RMO 691,B,0.0625
RMO 692,B,0.052631579
RMO 693,B,0.052631579
RMO 694,B,0.05
RMO 695,B,0.045454545
RMO 696,B,0.0625
RMO 697,B,0.055555556
RMO 698,B,0.055555556
RMO 699,B,0.047619048
RMO 700,B,0.04
RMO 701,B,0.0625
RMO 702,B,0.058823529
RMO 703,B,0.055555556
RMO 704,B,0.05
RMO 706,C,0.0625
RMO 707,C,0.058823529
RMO 708,C,0.058823529
RMO 709,C,0.052631579
RMO 711,C,0.066666667
RMO 712,C,0.058823529
RMO 713,C,0.045454545
RMO 716,C,0.0625
RMO 717,C,0.058823529
RMO 719,C,0.05
SJU 014,A,0.037037037
SJU 015,A,0.038461538
SJU 016,A,0.035714286
SJU 017,A,0.034482759
SJU 018,A,0.034482759
SJU 019,A,0.041666667
SJU 020,A,0.038461538
SJU 021,A,0.035714286
SJU 022,A,0.034482759
SJU 023,A,0.033333333
SJU 024,A,0.041666667
SJU 025,A,0.038461538
SJU 026,A,0.037037037
SJU 027,A,0.035714286
SJU 028,A,0.035714286
SJU 029,B,0.058823529
SJU 030,B,0.047619048
SJU 031,B,0.045454545
SJU 032,B,0.04
SJU 033,B,0.04
SJU 034,B,0.047619048
SJU 035,B,0.045454545
SJU 036,B,0.043478261
SJU 037,B,0.043478261
SJU 038,B,0.038461538
SJU 039,B,0.05
SJU 040,B,0.043478261
SJU 041,B,0.041666667
SJU 050,C,0.05
SJU 051,C,0.052631579
SJU 055,C,0.038461538
SJU 059,A,0.038461538
SJU 060,A,0.037037037
SJU 061,A,0.034482759
SJU 062,A,0.032258065
SJU 065,A,0.037037037
SJU 066,A,0.035714286
SJU 067,A,0.035714286
SJU 068,A,0.035714286
SJU 069,A,0.043478261
SJU 070,A,0.04
SJU 071,A,0.038461538
SJU 072,A,0.034482759
SJU 074,B,0.0625
SJU 075,B,0.052631579
SJU 076,B,0.047619048
SJU 077,B,0.045454545
SJU 078,B,0.045454545
SJU 079,B,0.0625
SJU 080,B,0.045454545
SJU 081,B,0.047619048
SJU 083,B,0.045454545
SJU 084,B,0.052631579
SJU 086,B,0.043478261
SJU 104,A,0.041666667
SJU 105,A,0.041666667
SJU 106,A,0.038461538
SJU 107,A,0.034482759
SJU 108,A,0.033333333
SJU 109,A,0.043478261
SJU 110,A,0.037037037
SJU 111,A,0.034482759
SJU 112,A,0.033333333
SJU 115,A,0.04
SJU 116,A,0.038461538
SJU 117,A,0.037037037
SJU 119,B,0.0625
SJU 120,B,0.055555556
SJU 121,B,0.05
SJU 122,B,0.045454545
SJU 123,B,0.043478261
SJU 124,B,0.055555556
SJU 125,B,0.055555556
SJU 126,B,0.05
SJU 127,B,0.045454545
SJU 128,B,0.043478261
SJU 129,B,0.058823529
SJU 130,B,0.05
SJU 131,B,0.05
SJU 132,B,0.045454545
SJU 133,B,0.043478261
SJU 135,C,0.055555556
SJU 136,C,0.05
SJU 137,C,0.047619048
SJU 139,C,0.071428571
SJU 149,A,0.041666667
SJU 150,A,0.041666667
SJU 151,A,0.041666667
SJU 152,A,0.038461538
SJU 154,A,0.041666667
SJU 155,A,0.037037037
SJU 156,A,0.037037037
SJU 157,A,0.035714286
SJU 158,A,0.033333333
SJU 159,A,0.038461538
SJU 160,A,0.037037037
SJU 161,A,0.037037037
SJU 162,A,0.037037037
SJU 163,A,0.037037037
SJU 166,B,0.037037037
SJU 169,B,0.052631579
SJU 170,B,0.047619048
SJU 172,B,0.041666667
SJU 174,B,0.05
SJU 176,B,0.045454545
SJU 184,C,0.076923077
SJU 185,C,0.066666667
SJU 189,C,0.066666667
SJU 190,C,0.05
SJU 194,A,0.041666667
SJU 195,A,0.04
SJU 196,A,0.04
SJU 197,A,0.034482759
SJU 198,A,0.034482759
SJU 200,A,0.038461538
SJU 201,A,0.038461538
SJU 202,A,0.037037037
SJU 204,A,0.04
SJU 205,A,0.037037037
SJU 206,A,0.035714286
SJU 207,A,0.035714286
SJU 208,A,0.032258065
SJU 209,B,0.055555556
SJU 210,B,0.047619048
SJU 211,B,0.045454545
SJU 212,B,0.043478261
SJU 213,B,0.041666667
SJU 214,B,0.052631579
SJU 215,B,0.05
SJU 216,B,0.047619048
SJU 217,B,0.045454545
SJU 218,B,0.041666667
SJU 219,B,0.066666667
SJU 220,B,0.055555556
SJU 221,B,0.047619048
SJU 222,B,0.041666667
SJU 223,B,0.041666667
SJU 225,C,0.05
SJU 227,C,0.045454545
SJU 229,C,0.047619048
SJU 234,C,0.066666667
SJU 235,C,0.055555556
SJU 239,A,0.041666667
SJU 240,A,0.038461538
SJU 241,A,0.038461538
SJU 242,A,0.034482759
SJU 243,A,0.03125
SJU 244,A,0.04
SJU 245,A,0.037037037
SJU 246,A,0.037037037
SJU 247,A,0.034482759
SJU 250,A,0.038461538
SJU 251,A,0.037037037
SJU 252,A,0.034482759
SJU 253,A,0.03125
SJU 254,B,0.0625
SJU 255,B,0.052631579
SJU 256,B,0.045454545
SJU 257,B,0.038461538
SJU 258,B,0.037037037
SJU 259,B,0.066666667
SJU 260,B,0.055555556
SJU 261,B,0.05
SJU 262,B,0.045454545
SJU 263,B,0.041666667
SJU 264,B,0.058823529
SJU 265,B,0.052631579
SJU 266,B,0.043478261
SJU 267,B,0.038461538
SJU 269,C,0.066666667
SJU 270,C,0.066666667
SJU 271,C,0.055555556
SJU 279,C,0.052631579
SJU 284,A,0.041666667
SJU 285,A,0.04
SJU 289,A,0.047619048
SJU 290,A,0.04
SJU 291,A,0.034482759
SJU 292,A,0.026315789
SJU 294,B,0.052631579
SJU 295,B,0.047619048
SJU 296,B,0.038461538
SJU 297,B,0.038461538
SJU 300,B,0.041666667
SJU 302,B,0.038461538
SJU 303,B,0.035714286
SJU 304,C,0.076923077
SJU 305,C,0.076923077
SJU 309,C,0.0625
SJU 310,C,0.041666667
SJU 314,C,0.083333333
SJU 315,C,0.055555556
SJU 317,C,0.045454545
SJU 319,A,0.04
SJU 320,A,0.038461538
SJU 321,A,0.038461538
SJU 322,A,0.035714286
SJU 323,A,0.033333333
SJU 324,A,0.041666667
SJU 325,A,0.043478261
SJU 326,A,0.038461538
SJU 327,A,0.034482759
SJU 328,A,0.034482759
SJU 329,A,0.041666667
SJU 334,B,0.0625
SJU 336,B,0.05
SJU 337,B,0.045454545
SJU 339,B,0.052631579
SJU 341,B,0.045454545
SJU 344,B,0.05
SJU 346,B,0.045454545
SJU 347,B,0.045454545
SJU 348,B,0.045454545
SJU 364,A,0.041666667
SJU 365,A,0.041666667
SJU 366,A,0.035714286
SJU 370,A,0.04
SJU 371,A,0.04
SJU 372,A,0.038461538
SJU 373,A,0.038461538
SJU 374,A,0.043478261
SJU 375,A,0.041666667
SJU 376,A,0.04
SJU 379,B,0.05
SJU 381,B,0.045454545
SJU 383,B,0.041666667
SJU 384,B,0.052631579
SJU 385,B,0.045454545
SJU 386,B,0.043478261
SJU 387,B,0.043478261
SJU 389,B,0.05
SJU 390,B,0.047619048
SJU 391,B,0.047619048
SJU 392,B,0.045454545
SJU 393,B,0.041666667
SJU 395,C,0.058823529
SJU 397,C,0.052631579
SJU 409,A,0.043478261
SJU 410,A,0.038461538
SJU 411,A,0.034482759
SJU 412,A,0.033333333
SJU 413,A,0.033333333
SJU 414,A,0.041666667
SJU 415,A,0.041666667
SJU 416,A,0.038461538
SJU 417,A,0.035714286
SJU 419,A,0.041666667
SJU 420,A,0.038461538
SJU 421,A,0.037037037
SJU 422,A,0.033333333
SJU 423,A,0.032258065
SJU 424,B,0.0625
SJU 425,B,0.052631579
SJU 426,B,0.047619048
SJU 427,B,0.043478261
SJU 429,B,0.047619048
SJU 431,B,0.041666667
SJU 432,B,0.04
SJU 434,B,0.052631579
SJU 435,B,0.047619048
SJU 436,B,0.047619048
SJU 438,B,0.041666667
SJU 439,C,0.055555556
SJU 440,C,0.04
SJU 444,C,0.055555556
SJU 454,A,0.043478261
SJU 455,A,0.038461538
SJU 456,A,0.034482759
SJU 457,A,0.033333333
SJU 459,A,0.043478261
SJU 460,A,0.038461538
SJU 461,A,0.03125
SJU 464,A,0.043478261
SJU 465,A,0.038461538
SJU 469,B,0.052631579
SJU 470,B,0.05
SJU 472,B,0.043478261
SJU 473,B,0.043478261
SJU 475,B,0.045454545
SJU 476,B,0.045454545
SJU 479,B,0.058823529
SJU 480,B,0.055555556
SJU 481,B,0.05
SJU 482,B,0.05
SJU 485,C,0.058823529
TLC 104,A,0.052631579
TLC 105,A,0.05
TLC 106,A,0.045454545
TLC 109,A,0.047619048
TLC 110,A,0.045454545
TLC 111,A,0.045454545
TLC 112,A,0.043478261
TLC 113,A,0.041666667
TLC 114,A,0.043478261
TLC 116,A,0.043478261
TLC 119,B,0.052631579
TLC 120,B,0.05
TLC 121,B,0.05
TLC 124,B,0.052631579
TLC 125,B,0.047619048
TLC 126,B,0.05
TLC 129,B,0.052631579
TLC 130,B,0.045454545
TLC 131,B,0.043478261
TLC 132,B,0.041666667
TLC 134,C,0.076923077
TLC 135,C,0.058823529
TLC 136,C,0.055555556
TLC 137,C,0.055555556
TLC 139,C,0.058823529
TLC 144,C,0.058823529
TLC 145,C,0.05
TLC 146,C,0.041666667
TLC 149,A,0.052631579
TLC 150,A,0.043478261
TLC 151,A,0.038461538
TLC 154,A,0.047619048
TLC 155,A,0.05
TLC 156,A,0.045454545
TLC 157,A,0.045454545
TLC 159,A,0.043478261
TLC 160,A,0.043478261
TLC 161,A,0.043478261
TLC 162,A,0.038461538
TLC 163,A,0.037037037
TLC 164,B,0.058823529
TLC 165,B,0.05
TLC 166,B,0.045454545
TLC 175,B,0.052631579
TLC 176,B,0.05
TLC 177,B,0.043478261
TLC 178,B,0.041666667
TLC 179,C,0.066666667
TLC 180,C,0.058823529
TLC 184,C,0.071428571
TLC 185,C,0.055555556
TLC 186,C,0.05
TLC 187,C,0.047619048
TLC 188,C,0.05
TLC 189,C,0.05
TLC 190,C,0.047619048
TLC 194,A,0.043478261
TLC 195,A,0.04
TLC 196,A,0.038461538
TLC 197,A,0.038461538
TLC 198,A,0.037037037
TLC 204,A,0.045454545
TLC 205,A,0.04
TLC 206,A,0.038461538
TLC 207,A,0.038461538
TLC 209,B,0.05
TLC 210,B,0.05
TLC 211,B,0.047619048
TLC 214,B,0.05
TLC 215,B,0.047619048
TLC 216,B,0.045454545
TLC 217,B,0.043478261
TLC 218,B,0.041666667
TLC 219,B,0.045454545
TLC 224,C,0.055555556
TLC 225,C,0.047619048
TLC 226,C,0.045454545
TLC 229,C,0.0625
TLC 230,C,0.0625
TLC 231,C,0.05
TLC 234,C,0.058823529
TLC 236,C,0.05
TLC 237,C,0.047619048
TLC 239,A,0.05
TLC 240,A,0.047619048
TLC 241,A,0.05
TLC 242,A,0.043478261
TLC 243,A,0.041666667
TLC 244,A,0.047619048
TLC 245,A,0.047619048
TLC 247,A,0.043478261
TLC 248,A,0.037037037
TLC 249,A,0.045454545
TLC 250,A,0.04
TLC 251,A,0.038461538
TLC 252,A,0.038461538
TLC 253,A,0.037037037
TLC 254,B,0.052631579
TLC 255,B,0.05
TLC 256,B,0.047619048
TLC 257,B,0.047619048
TLC 259,B,0.052631579
TLC 260,B,0.05
TLC 261,B,0.05
TLC 262,B,0.045454545
TLC 264,B,0.045454545
TLC 265,B,0.045454545
TLC 266,B,0.041666667
TLC 267,B,0.041666667
TLC 271,C,0.043478261
TLC 275,C,0.052631579
TLC 276,C,0.043478261
TLC 279,C,0.071428571
TLC 280,C,0.066666667
TLC 281,C,0.058823529
TLC 282,C,0.05
TLC 283,C,0.05
TLC 284,A,0.047619048
TLC 285,A,0.045454545
TLC 286,A,0.045454545
TLC 289,A,0.045454545
TLC 290,A,0.04
TLC 294,A,0.041666667
TLC 295,A,0.041666667
TLC 296,A,0.035714286
TLC 297,A,0.034482759
TLC 299,B,0.052631579
TLC 300,B,0.047619048
TLC 301,B,0.047619048
TLC 302,B,0.043478261
TLC 304,B,0.052631579
TLC 305,B,0.05
TLC 306,B,0.045454545
TLC 307,B,0.043478261
TLC 308,B,0.041666667
TLC 309,B,0.055555556
TLC 310,B,0.052631579
TLC 311,B,0.05
TLC 314,C,0.071428571
TLC 315,C,0.055555556
TLC 316,C,0.052631579
TLC 318,C,0.047619048
TLC 324,C,0.058823529
TLC 325,C,0.047619048
TLC 326,C,0.045454545
TLC 327,C,0.041666667
TLC 329,A,0.055555556
TLC 330,A,0.045454545
TLC 331,A,0.045454545
TLC 332,A,0.045454545
TLC 333,A,0.043478261
TLC 334,A,0.05
TLC 335,A,0.047619048
TLC 336,A,0.047619048
TLC 337,A,0.043478261
TLC 338,A,0.041666667
TLC 339,A,0.047619048
TLC 340,A,0.045454545
TLC 341,A,0.045454545
TLC 342,A,0.038461538
TLC 344,B,0.052631579
TLC 345,B,0.045454545
TLC 346,B,0.045454545
TLC 347,B,0.043478261
TLC 348,B,0.041666667
TLC 349,B,0.052631579
TLC 350,B,0.045454545
TLC 351,B,0.041666667
TLC 352,B,0.037037037
TLC 354,B,0.055555556
TLC 355,B,0.05
TLC 356,B,0.047619048
TLC 357,B,0.043478261
TLC 359,C,0.071428571
TLC 360,C,0.066666667
TLC 362,C,0.055555556
TLC 364,C,0.0625
TLC 365,C,0.058823529
TLC 366,C,0.055555556
TLC 367,C,0.05
TLC 369,C,0.052631579
TLC 374,A,0.045454545
TLC 379,A,0.04
TLC 381,A,0.037037037
TLC 382,A,0.034482759
TLC 383,A,0.033333333
TLC 384,A,0.052631579
TLC 385,A,0.043478261
TLC 386,A,0.038461538
TLC 387,A,0.037037037
TLC 388,A,0.034482759
TLC 389,B,0.058823529
TLC 390,B,0.055555556
TLC 391,B,0.052631579
TLC 392,B,0.045454545
TLC 393,B,0.041666667
TLC 394,B,0.058823529
TLC 395,B,0.047619048
TLC 396,B,0.043478261
TLC 397,B,0.04
TLC 399,B,0.058823529
TLC 400,B,0.05
TLC 404,C,0.058823529
TLC 405,C,0.055555556
TLC 406,C,0.05
TLC 407,C,0.047619048
TLC 409,C,0.055555556
TLC 410,C,0.055555556
TLC 411,C,0.05
TLC 412,C,0.05
TLC 413,C,0.043478261
TLC 414,C,0.071428571
TLC 415,C,0.058823529
TLC 419,A,0.045454545
TLC 420,A,0.041666667
TLC 421,A,0.043478261
TLC 422,A,0.04
TLC 423,A,0.038461538
TLC 424,A,0.04
TLC 425,A,0.038461538
TLC 426,A,0.04
TLC 427,A,0.037037037
TLC 428,A,0.037037037
TLC 429,A,0.043478261
TLC 430,A,0.037037037
TLC 431,A,0.037037037
TLC 432,A,0.034482759
TLC 434,B,0.058823529
TLC 439,B,0.052631579
TLC 440,B,0.052631579
TLC 441,B,0.047619048
TLC 442,B,0.047619048
TLC 443,B,0.045454545
TLC 444,B,0.047619048
TLC 445,B,0.047619048
TLC 446,B,0.043478261
TLC 447,B,0.041666667
TLC 449,C,0.058823529
TLC 450,C,0.052631579
TLC 451,C,0.052631579
TLC 454,C,0.0625
TLC 456,C,0.052631579
TLC 457,C,0.05
TLC 459,C,0.071428571
TLC 460,C,0.066666667
TLC 461,C,0.0625
TLC 462,C,0.058823529
TPN 021,A,0.045454545
TPN 022,A,0.043478261
TPN 023,A,0.041666667
TPN 024,A,0.04
TPN 026,A,0.041666667
TPN 027,A,0.04
TPN 028,A,0.041666667
TPN 031,A,0.043478261
TPN 032,A,0.043478261
TPN 033,A,0.04
TPN 034,A,0.038461538
TPN 036,B,0.052631579
TPN 037,B,0.047619048
TPN 038,B,0.047619048
TPN 039,B,0.043478261
TPN 040,B,0.041666667
TPN 041,B,0.052631579
TPN 042,B,0.05
TPN 043,B,0.045454545
TPN 044,B,0.045454545
TPN 046,B,0.052631579
TPN 047,B,0.05
TPN 048,B,0.045454545
TPN 049,B,0.043478261
TPN 051,C,0.055555556
TPN 053,C,0.047619048
TPN 059,C,0.05
TPN 060,C,0.045454545
TPN 066,A,0.05
TPN 067,A,0.043478261
TPN 068,A,0.04
TPN 069,A,0.038461538
TPN 076,A,0.043478261
TPN 077,A,0.04
TPN 079,A,0.035714286
TPN 081,B,0.045454545
TPN 082,B,0.045454545
TPN 086,B,0.05
TPN 087,B,0.045454545
TPN 088,B,0.043478261
TPN 089,B,0.041666667
TPN 090,B,0.038461538
TPN 091,B,0.047619048
TPN 092,B,0.047619048
TPN 093,B,0.043478261
TPN 096,C,0.05
TPN 097,C,0.05
TPN 099,C,0.043478261
TPN 100,C,0.043478261
TPN 101,C,0.0625
TPN 102,C,0.055555556
TPN 103,C,0.05
TPN 106,C,0.058823529
TPN 107,C,0.058823529
TPN 108,C,0.05
TPN 111,A,0.047619048
TPN 112,A,0.047619048
TPN 116,A,0.041666667
TPN 121,A,0.04
TPN 122,A,0.038461538
TPN 126,B,0.045454545
TPN 131,B,0.043478261
TPN 136,B,0.05
TPN 137,B,0.05
TPN 138,B,0.043478261
TPN 146,C,0.047619048
TPN 147,C,0.047619048
TPN 148,C,0.045454545
TPN 156,A,0.043478261
TPN 157,A,0.041666667
TPN 158,A,0.041666667
TPN 161,A,0.037037037
TPN 162,A,0.037037037
TPN 166,A,0.043478261
TPN 167,A,0.041666667
TPN 168,A,0.04
TPN 169,A,0.037037037
TPN 171,B,0.058823529
TPN 172,B,0.052631579
TPN 173,B,0.047619048
TPN 174,B,0.045454545
TPN 176,B,0.05
TPN 177,B,0.047619048
TPN 178,B,0.04
TPN 181,C,0.052631579
TPN 182,C,0.05
TPN 183,C,0.045454545
TPN 186,C,0.055555556
TPN 187,C,0.047619048
TPN 188,C,0.045454545
TPN 191,C,0.0625
APR 054,A,0.05
APR 055,A,0.045454545
APR 056,A,0.045454545
APR 057,A,0.043478261
APR 058,A,0.045454545
APR 059,A,0.052631579
APR 060,A,0.05
APR 061,A,0.047619048
APR 064,A,0.05
APR 065,A,0.05
APR 066,A,0.041666667
APR 067,A,0.04
APR 068,A,0.04
APR 069,B,0.0625
APR 070,B,0.0625
APR 071,B,0.058823529
APR 072,B,0.058823529
APR 074,B,0.0625
APR 075,B,0.058823529
APR 077,B,0.055555556
APR 078,B,0.05
APR 079,B,0.0625
APR 080,B,0.055555556
APR 081,B,0.055555556
APR 082,B,0.05
APR 083,B,0.05
APR 084,C,0.0625
APR 085,C,0.0625
APR 086,C,0.0625
APR 087,C,0.058823529
APR 090,C,0.066666667
APR 091,C,0.058823529
APR 092,C,0.055555556
APR 094,C,0.076923077
APR 095,C,0.071428571
APR 096,C,0.055555556
APR 097,C,0.058823529
APR 098,A,0.045454545
APR 100,A,0.045454545
APR 101,A,0.043478261
APR 102,A,0.043478261
APR 103,A,0.043478261
APR 104,A,0.045454545
APR 105,A,0.045454545
APR 106,A,0.043478261
APR 108,A,0.038461538
APR 109,A,0.047619048
APR 110,A,0.047619048
APR 111,A,0.045454545
APR 112,A,0.041666667
APR 113,A,0.041666667
APR 114,B,0.058823529
APR 115,B,0.055555556
APR 116,B,0.055555556
APR 117,B,0.052631579
APR 118,B,0.05
APR 119,B,0.058823529
APR 120,B,0.05
APR 122,B,0.047619048
APR 124,B,0.052631579
APR 125,B,0.05
APR 126,B,0.047619048
APR 127,B,0.045454545
APR 128,B,0.041666667
APR 129,C,0.066666667
APR 130,C,0.0625
APR 131,C,0.0625
APR 132,C,0.058823529
APR 134,C,0.071428571
APR 135,C,0.0625
APR 137,C,0.052631579
APR 138,C,0.052631579
APR 139,C,0.0625
APR 140,C,0.066666667
APR 141,C,0.058823529
APR 142,C,0.052631579
APR 143,C,0.052631579
APR 144,A,0.047619048
APR 145,A,0.047619048
APR 146,A,0.047619048
APR 147,A,0.038461538
APR 149,A,0.045454545
APR 150,A,0.045454545
APR 151,A,0.047619048
APR 152,A,0.041666667
APR 153,A,0.037037037
APR 154,A,0.047619048
APR 155,A,0.047619048
APR 156,A,0.045454545
APR 157,A,0.045454545
APR 158,A,0.041666667
APR 159,B,0.058823529
APR 160,B,0.055555556
APR 161,B,0.055555556
APR 162,B,0.05
APR 163,B,0.05
APR 164,B,0.058823529
APR 165,B,0.058823529
APR 166,B,0.052631579
APR 167,B,0.05
APR 168,B,0.05
APR 169,B,0.0625
APR 172,B,0.052631579
APR 173,B,0.052631579
APR 175,C,0.066666667
APR 176,C,0.0625
APR 178,C,0.0625
APR 179,C,0.066666667
APR 180,C,0.0625
APR 181,C,0.066666667
APR 184,C,0.076923077
APR 185,C,0.071428571
APR 186,C,0.071428571
APR 187,C,0.0625
APR 188,C,0.066666667
APR 189,A,0.052631579
APR 190,A,0.05
APR 191,A,0.05
APR 192,A,0.05
APR 193,A,0.045454545
APR 194,A,0.052631579
APR 195,A,0.047619048
APR 196,A,0.047619048
APR 197,A,0.047619048
APR 198,A,0.045454545
APR 199,A,0.047619048
APR 200,A,0.05
APR 201,A,0.045454545
APR 202,A,0.043478261
APR 203,A,0.04
APR 205,B,0.0625
APR 206,B,0.058823529
APR 207,B,0.055555556
APR 208,B,0.055555556
APR 209,B,0.0625
APR 210,B,0.058823529
APR 211,B,0.058823529
APR 212,B,0.055555556
APR 213,B,0.05
APR 214,B,0.0625
APR 215,B,0.0625
APR 216,B,0.058823529
APR 217,B,0.058823529
APR 218,B,0.055555556
APR 220,C,0.066666667
APR 221,C,0.058823529
APR 222,C,0.058823529
APR 223,C,0.055555556
APR 224,C,0.066666667
APR 225,C,0.066666667
APR 226,C,0.0625
APR 227,C,0.058823529
APR 229,C,0.076923077
APR 230,C,0.0625
APR 231,C,0.066666667
APR 234,A,0.05
APR 235,A,0.05
APR 236,A,0.045454545
APR 237,A,0.043478261
APR 239,A,0.052631579
APR 240,A,0.052631579
APR 241,A,0.05
APR 242,A,0.045454545
APR 243,A,0.045454545
APR 244,A,0.05
APR 245,A,0.05
APR 248,A,0.045454545
APR 249,B,0.066666667
APR 250,B,0.058823529
APR 251,B,0.052631579
APR 252,B,0.05
APR 253,B,0.05
APR 254,B,0.058823529
APR 255,B,0.058823529
APR 256,B,0.055555556
APR 257,B,0.052631579
APR 259,B,0.0625
APR 260,B,0.0625
APR 261,B,0.055555556
APR 262,B,0.047619048
APR 263,B,0.047619048
APR 264,C,0.071428571
APR 265,C,0.0625
APR 266,C,0.0625
APR 267,C,0.055555556
APR 268,C,0.055555556
APR 269,C,0.066666667
APR 272,C,0.055555556
APR 274,C,0.076923077
APR 275,C,0.0625
APR 276,C,0.0625
APR 277,C,0.058823529
APR 278,C,0.055555556
APR 279,A,0.047619048
APR 280,A,0.047619048
APR 281,A,0.047619048
APR 282,A,0.041666667
APR 283,A,0.041666667
APR 284,A,0.047619048
APR 285,A,0.045454545
APR 286,A,0.045454545
APR 287,A,0.047619048
APR 288,A,0.043478261
APR 289,A,0.05
APR 290,A,0.045454545
APR 291,A,0.045454545
APR 292,A,0.047619048
APR 293,A,0.04
APR 294,B,0.058823529
APR 295,B,0.0625
APR 296,B,0.055555556
APR 297,B,0.05
APR 298,B,0.05
APR 299,B,0.058823529
APR 300,B,0.0625
APR 301,B,0.055555556
APR 302,B,0.055555556
APR 303,B,0.05
APR 304,B,0.076923077
APR 305,B,0.058823529
APR 306,B,0.058823529
APR 307,B,0.05
APR 308,B,0.045454545
APR 310,C,0.076923077
APR 312,C,0.058823529
APR 314,C,0.076923077
APR 315,C,0.066666667
APR 316,C,0.066666667
APR 317,C,0.058823529
APR 318,C,0.052631579
APR 319,C,0.076923077
APR 320,C,0.066666667
APR 321,C,0.0625
APR 322,C,0.0625
APR 324,A,0.052631579
APR 325,A,0.045454545
APR 326,A,0.043478261
APR 327,A,0.043478261
APR 328,A,0.04
APR 329,A,0.05
APR 330,A,0.045454545
APR 331,A,0.045454545
APR 332,A,0.045454545
APR 333,A,0.041666667
APR 334,A,0.05
APR 335,A,0.043478261
APR 336,A,0.041666667
APR 337,A,0.041666667
APR 338,A,0.038461538
APR 339,B,0.055555556
APR 340,B,0.058823529
APR 341,B,0.05
APR 342,B,0.047619048
APR 343,B,0.047619048
APR 344,B,0.0625
APR 345,B,0.055555556
APR 346,B,0.052631579
APR 347,B,0.05
APR 348,B,0.05
APR 349,B,0.058823529
APR 350,B,0.0625
APR 351,B,0.055555556
APR 352,B,0.055555556
APR 353,B,0.05
APR 354,C,0.0625
APR 355,C,0.0625
APR 356,C,0.066666667
APR 357,C,0.066666667
APR 359,C,0.066666667
APR 360,C,0.066666667
APR 361,C,0.0625
APR 362,C,0.055555556
APR 363,C,0.055555556
APR 364,C,0.076923077
APR 365,C,0.0625
APR 366,C,0.066666667
APR 369,A,0.05
APR 370,A,0.045454545
APR 371,A,0.045454545
APR 372,A,0.043478261
APR 374,A,0.045454545
APR 375,A,0.043478261
APR 377,A,0.043478261
APR 378,A,0.041666667
APR 379,A,0.045454545
APR 380,A,0.047619048
APR 381,A,0.045454545
APR 382,A,0.043478261
APR 383,A,0.043478261
APR 384,B,0.058823529
APR 385,B,0.055555556
APR 387,B,0.052631579
APR 388,B,0.052631579
APR 390,B,0.047619048
APR 391,B,0.047619048
APR 392,B,0.041666667
APR 394,B,0.0625
APR 396,B,0.055555556
APR 397,B,0.055555556
APR 399,C,0.071428571
APR 400,C,0.066666667
APR 401,C,0.0625
APR 402,C,0.0625
APR 403,C,0.0625
APR 404,C,0.071428571
APR 405,C,0.066666667
APR 406,C,0.066666667
APR 407,C,0.0625
APR 409,C,0.066666667
APR 414,A,0.052631579
APR 415,A,0.052631579
APR 416,A,0.05
APR 417,A,0.05
APR 418,A,0.041666667
APR 419,A,0.052631579
APR 420,A,0.047619048
APR 421,A,0.045454545
APR 422,A,0.045454545
APR 424,A,0.052631579
APR 425,A,0.047619048
APR 426,A,0.04
APR 429,B,0.066666667
APR 430,B,0.071428571
APR 431,B,0.0625
APR 432,B,0.058823529
APR 433,B,0.052631579
APR 434,B,0.058823529
APR 435,B,0.058823529
APR 436,B,0.058823529
APR 437,B,0.055555556
APR 439,B,0.0625
APR 440,B,0.0625
APR 441,B,0.058823529
APR 443,B,0.052631579
APR 444,C,0.071428571
APR 445,C,0.071428571
APR 446,C,0.066666667
APR 447,C,0.0625
APR 448,C,0.0625
APR 449,C,0.066666667
APR 450,C,0.0625
APR 451,C,0.0625
APR 452,C,0.058823529
APR 454,C,0.066666667
APR 455,C,0.066666667
APR 456,C,0.0625
APR 457,C,0.066666667
APR 458,C,0.055555556
APR 459,A,0.055555556
APR 460,A,0.052631579
APR 462,A,0.047619048
APR 463,A,0.047619048
APR 464,A,0.05
APR 465,A,0.05
APR 466,A,0.047619048
APR 467,A,0.05
APR 468,A,0.045454545
APR 469,A,0.052631579
APR 470,A,0.052631579
APR 471,A,0.04
APR 472,A,0.041666667
APR 474,B,0.066666667
APR 475,B,0.0625
APR 476,B,0.0625
APR 477,B,0.0625
APR 478,B,0.058823529
APR 480,B,0.0625
APR 481,B,0.058823529
APR 482,B,0.058823529
APR 483,B,0.05
APR 484,B,0.066666667
APR 485,B,0.0625
APR 486,B,0.0625
APR 487,B,0.0625
APR 488,B,0.055555556
APR 489,C,0.071428571
APR 490,C,0.071428571
APR 491,C,0.066666667
APR 492,C,0.058823529
APR 495,C,0.071428571
APR 496,C,0.066666667
APR 497,C,0.071428571
APR 498,C,0.066666667
APR 499,C,0.076923077
APR 500,C,0.071428571
APR 501,C,0.071428571
APR 502,C,0.0625
APR 504,A,0.055555556
APR 505,A,0.052631579
APR 506,A,0.052631579
APR 507,A,0.047619048
APR 509,A,0.05
APR 510,A,0.05
APR 511,A,0.052631579
APR 512,A,0.047619048
APR 514,A,0.052631579
APR 515,A,0.05
APR 516,A,0.05
APR 517,A,0.043478261
